timestamp,CHP_KWH,CHP_A,CHP_KW,CHP_VFD,QCH,TCHR,TCWS,TCHS,TCHS_SP,IPCT,CH_KW,TCWR_1,TCWR_2,TCWR_3,TCWR_4,TCWR_5,TCHD_cal,RT_cal,KWRT_cal,COP_cal
2020-05-01 11:00:00+00:00,867.7,36.2,10.6,27.4,488405.80199999997,8.622222222222225,23.922222222222224,3.9111111111111105,4.444444444444445,1086.01,579.57,13.166666666666668,15.722222222222221,18.944444444444443,15.88888888888889,18.333333333333332,4.711111111111115,760.8908731922404,0.7616992402188674,4.615995151826211
2020-05-01 11:15:00+00:00,867.7,36.2,10.0,27.4,469813.125,7.955555555555555,23.505555555555556,3.2222222222222205,4.444444444444445,1042.88,557.03,13.222222222222221,15.277777777777779,19.055555555555557,15.722222222222221,18.388888888888886,4.733333333333334,735.3776868386245,0.7574747098931733,4.6417391288164085
2020-05-01 11:30:00+00:00,867.7,36.0,10.5,27.4,479889.55199999997,7.461111111111112,21.405555555555555,2.688888888888891,4.444444444444445,898.14,483.28,13.277777777777779,15.555555555555555,18.22222222222222,18.388888888888886,17.11111111111111,4.772222222222221,757.3212910934742,0.6381439498448618,5.509728644853202
2020-05-01 11:45:00+00:00,867.7,36.0,10.5,27.4,479181.0,7.088888888888888,23.005555555555553,2.627777777777776,4.444444444444445,830.2,456.86,13.444444444444446,21.722222222222218,18.333333333333332,18.388888888888886,21.833333333333332,4.461111111111112,706.9046571869491,0.6462823456532669,5.4403466590844305
2020-05-01 12:00:00+00:00,867.7,36.0,9.6,27.4,470664.75,6.761111111111112,25.18333333333333,2.6722222222222234,4.444444444444445,765.71,431.78,13.61111111111111,23.333333333333332,18.72222222222222,18.333333333333332,23.388888888888886,4.088888888888889,636.4073633156966,0.6784648086885993,5.182287946217957
2020-05-01 12:15:00+00:00,867.7,36.0,9.2,25.3,467399.05199999997,6.738888888888891,25.522222222222222,2.7111111111111126,4.444444444444445,756.04,428.02,13.777777777777777,16.833333333333332,20.055555555555554,18.277777777777782,17.27777777777778,4.027777777777779,622.5461359126984,0.6875313736748059,5.113948446028335
2020-05-01 13:00:00+00:00,867.7,37.9,13.2,27.3,520767.55199999997,10.072222222222223,24.13888888888889,6.561111111111113,4.444444444444445,671.34,395.35,14.11111111111111,19.61111111111111,21.5,18.055555555555557,21.27777777777778,3.51111111111111,604.6536832451498,0.6538453514054093,5.377418364208793
2020-05-01 13:15:00+00:00,867.7,37.9,13.1,27.3,515941.67699999997,9.944444444444445,25.738888888888887,6.3611111111111125,4.444444444444445,629.39,379.26,14.277777777777779,19.555555555555557,17.72222222222222,18.055555555555557,24.055555555555557,3.583333333333332,611.3726882440474,0.6203417445573022,5.667843621436668
2020-05-01 14:00:00+00:00,867.7,35.0,8.7,25.3,442845.0,9.283333333333335,24.327777777777783,4.905555555555555,4.444444444444445,402.34,290.7,14.777777777777779,19.444444444444443,24.61111111111111,18.055555555555557,18.88888888888889,4.37777777777778,641.0968915343918,0.45344159960632924,7.7540305147400135
2020-05-01 14:15:00+00:00,867.7,35.8,9.1,25.3,452069.80199999997,8.77222222222222,26.816666666666663,4.61111111111111,4.444444444444445,631.47,380.06,15.0,19.444444444444443,24.833333333333332,18.055555555555557,18.833333333333336,4.1611111111111105,622.0610701388888,0.6109689518348147,5.754793250035081
2020-05-01 14:30:00+00:00,867.7,35.8,9.1,25.3,449658.0,8.472222222222221,26.816666666666663,4.449999999999999,4.444444444444445,666.36,393.44,15.222222222222221,19.444444444444443,25.055555555555554,18.111111111111107,18.333333333333332,4.022222222222222,598.0900793650793,0.6578273299862593,5.3448676266968755
2020-05-01 14:45:00+00:00,867.7,35.8,9.1,25.3,449658.0,8.233333333333333,26.57777777777778,4.144444444444445,4.444444444444445,680.83,398.99,15.444444444444445,19.499999999999996,25.555555555555557,18.166666666666668,18.5,4.088888888888888,608.0031746031744,0.6562301262002602,5.357876543033061
2020-05-01 15:00:00+00:00,867.7,35.8,10.0,25.3,466831.30199999997,7.916666666666667,26.861111111111107,4.0388888888888905,4.444444444444445,638.38,382.71,15.833333333333334,16.38888888888889,26.5,18.833333333333336,18.555555555555557,3.8777777777777764,598.6336140432096,0.6393058976677776,5.499714632426445
2020-05-01 15:15:00+00:00,867.7,35.8,9.4,25.3,461296.875,8.144444444444442,24.87222222222222,3.7833333333333345,4.444444444444445,603.68,369.41,16.11111111111111,14.5,20.38888888888889,19.222222222222218,20.611111111111107,4.361111111111107,665.2668409667102,0.555280944805853,6.331929868815011
2020-05-01 15:30:00+00:00,867.7,35.8,8.9,25.3,447243.92699999997,7.672222222222223,26.43333333333333,3.561111111111109,4.444444444444445,622.07,376.46,16.333333333333332,14.38888888888889,19.833333333333332,19.333333333333332,20.11111111111111,4.111111111111114,608.0256209215172,0.619151540735144,5.678738997928212
2020-05-01 15:45:00+00:00,867.7,35.8,9.8,25.3,468250.67699999997,7.911111111111113,26.03888888888889,3.888888888888889,4.444444444444445,638.66,382.82,16.5,14.5,19.88888888888889,19.388888888888893,20.055555555555554,4.022222222222224,622.8201979497358,0.6146557244935322,5.720275366990416
