timestamp,AHU_37N_1_B-AHU_CCVC,AHU_37N_1_B-AHU_OCC,AHU_37N_1_B-AHU_TAS_SP,AHU_38N_1_B-AHU_CCVC,AHU_38N_1_B-AHU_OCC,AHU_38N_1_B-AHU_TAS,AHU_38N_1_B-AHU_TAS_SP,AHU_C1_15_B-AHU_CCVC,AHU_C1_15_B-AHU_OCC,AHU_C1_15_B-AHU_TAS,AHU_C1_15_B-AHU_TAS_SP,AHU_C1_7_B-AHU_CCVC,AHU_C1_7_B-AHU_OCC,AHU_C1_7_B-AHU_TAS,AHU_C1_7_B-AHU_TAS_SP,AHU_C2_5_B-AHU_CCVC,AHU_C2_5_B-AHU_OCC,AHU_C2_5_B-AHU_TAS,AHU_C2_5_B-AHU_TAS_SP
2020-05-01 04:00:00+00:00,99.0,1,16.666666666666668,32.0,1,20.27777777777778,20.25555555555555,36.0,1,20.555555555555557,20.0,85.0,1,15.599999999999998,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 04:15:00+00:00,100.0,1,16.666666666666668,33.0,1,20.27777777777778,20.25555555555555,36.0,1,19.72222222222222,20.0,84.0,1,15.572222222222223,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 04:30:00+00:00,99.0,1,16.666666666666668,34.0,1,20.27777777777778,20.25555555555555,35.0,1,20.833333333333332,20.0,81.0,1,15.572222222222223,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 04:45:00+00:00,100.0,1,16.666666666666668,33.0,1,20.27777777777778,20.25555555555555,35.0,1,19.166666666666668,20.0,82.0,1,15.572222222222223,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 05:00:00+00:00,100.0,1,16.666666666666668,32.0,1,20.27777777777778,20.25555555555555,35.0,1,19.444444444444443,20.0,79.0,1,15.511111111111113,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 05:15:00+00:00,100.0,1,16.666666666666668,30.0,1,20.27777777777778,20.25555555555555,35.0,1,20.555555555555557,20.0,74.0,1,15.550000000000002,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 05:30:00+00:00,100.0,1,16.666666666666668,29.0,1,20.27777777777778,20.25555555555555,35.0,1,19.72222222222222,20.0,72.0,1,15.527777777777779,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 05:45:00+00:00,100.0,1,16.666666666666668,29.0,1,20.27777777777778,20.25555555555555,34.0,1,19.166666666666668,20.0,76.0,1,15.627777777777778,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 06:00:00+00:00,100.0,1,16.666666666666668,30.0,1,20.27777777777778,20.25555555555555,34.0,1,20.0,20.0,78.0,1,15.511111111111113,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 06:15:00+00:00,99.0,1,16.666666666666668,33.0,1,20.416666666666668,20.25555555555555,34.0,1,19.444444444444443,20.0,81.0,1,15.63888888888889,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 06:30:00+00:00,100.0,1,16.666666666666668,34.0,1,20.27777777777778,20.25555555555555,35.0,1,20.833333333333332,20.0,82.0,1,15.52222222222222,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 06:45:00+00:00,100.0,1,16.666666666666668,36.0,1,20.416666666666668,20.25555555555555,35.0,1,19.72222222222222,20.0,78.0,1,15.527777777777779,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 07:00:00+00:00,98.0,1,16.666666666666668,37.0,1,20.27777777777778,20.25555555555555,34.0,1,19.166666666666668,20.0,76.0,1,15.56111111111111,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 07:15:00+00:00,98.0,1,16.666666666666668,38.0,1,20.27777777777778,20.25555555555555,34.0,1,19.166666666666668,20.0,78.0,1,15.56111111111111,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 07:30:00+00:00,100.0,1,16.666666666666668,40.0,1,20.27777777777778,20.25555555555555,34.0,1,20.555555555555557,20.0,79.0,1,15.577777777777776,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 07:45:00+00:00,100.0,1,16.666666666666668,40.0,1,20.27777777777778,20.25555555555555,34.0,1,20.833333333333332,20.0,82.0,1,15.511111111111113,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 08:00:00+00:00,100.0,1,16.666666666666668,41.0,1,20.27777777777778,20.25555555555555,35.0,1,19.444444444444443,20.0,74.0,1,15.511111111111113,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 08:15:00+00:00,100.0,1,16.666666666666668,40.0,1,20.13888888888889,20.25555555555555,35.0,1,19.444444444444443,20.0,72.0,1,15.52222222222222,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 08:30:00+00:00,97.0,1,16.666666666666668,40.0,1,20.27777777777778,20.25555555555555,34.0,1,18.88888888888889,20.0,71.0,1,15.550000000000002,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 08:45:00+00:00,100.0,1,16.666666666666668,37.0,1,20.13888888888889,20.25555555555555,34.0,1,19.72222222222222,20.0,72.0,1,15.538888888888888,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 09:00:00+00:00,100.0,1,16.666666666666668,33.0,1,20.13888888888889,20.25555555555555,33.0,1,20.0,20.0,71.0,1,15.577777777777776,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 09:15:00+00:00,98.0,1,16.666666666666668,29.0,1,20.13888888888889,20.25555555555555,33.0,1,20.555555555555557,20.0,72.0,1,15.527777777777779,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
2020-05-01 09:30:00+00:00,98.0,1,16.666666666666668,26.0,1,20.13888888888889,20.25555555555555,34.0,1,20.0,20.0,69.0,1,15.52222222222222,15.555555555555555,0.0,1.0,14.544444444444444,12.777777777777779
