timestamp,308569,308572,308553,308555,308556,308557,308559,308562,308558,308560,308554,308561,308563,308568,308564,308567,308566,308570,308565,308571
2020-05-01T04:00:00Z,40.0,0,1.25,0,45.5,62.27,40.0,0,46.78,0.0,3539610.0,0.0,1.25,56.65,4111370.0,63.63,57.37,0.0,0,0.0
2020-05-01T04:15:00Z,40.0,0,1.25,0,45.69,62.35,40.0,0,47.08,0.0,3539610.0,0.0,1.25,56.31,4111370.0,63.44,57.41,0.0,0,0.0
2020-05-01T04:30:00Z,40.0,0,1.25,0,45.62,62.19,40.0,0,47.11,0.0,3539610.0,0.0,1.25,56.32,4111370.0,63.4,57.53,0.0,0,0.0
2020-05-01T04:45:00Z,40.0,0,1.25,0,45.89,62.12,40.0,0,47.38,0.0,3539610.0,0.0,1.25,56.37,4111370.0,63.27,57.6,0.0,0,0.0
2020-05-01T05:00:00Z,40.0,0,1.25,0,45.9,61.91,40.0,0,47.59,0.0,3539610.0,0.0,1.25,56.32,4111370.0,63.17,57.53,0.0,0,0.0
2020-05-01T05:15:00Z,40.0,0,1.25,0,46.09,61.72,40.0,0,47.78,0.0,3539610.0,0.0,1.25,56.29,4111370.0,63.04,57.76,0.0,0,0.0
2020-05-01T05:30:00Z,40.0,0,1.25,0,46.21,61.73,40.0,0,48.09,0.0,3539610.0,0.0,1.25,56.74,4111370.0,62.96,57.64,0.0,0,0.0
2020-05-01T05:45:00Z,40.0,0,1.25,0,46.29,61.57,40.0,0,48.28,0.0,3539610.0,0.0,1.25,56.79,4111370.0,62.64,57.69,0.0,0,0.0
2020-05-01T06:00:00Z,40.0,0,1.25,0,46.33,61.58,40.0,0,48.41,0.0,3539610.0,0.0,1.25,56.98,4111370.0,62.84,57.64,0.0,0,0.0
2020-05-01T06:15:00Z,40.0,0,1.25,0,46.66,61.64,40.0,0,48.73,0.0,3539610.0,0.0,1.25,57.15,4111370.0,62.7,57.76,0.0,0,0.0
2020-05-01T06:30:00Z,40.0,0,1.25,0,46.74,61.32,40.0,0,48.91,0.0,3539610.0,0.0,1.25,57.23,4111370.0,62.54,57.84,0.0,0,0.0
2020-05-01T06:45:00Z,40.0,0,1.25,0,46.87,61.41,40.0,0,49.05,0.0,3539610.0,0.0,1.25,57.22,4111370.0,62.61,57.96,0.0,0,0.0
2020-05-01T07:00:00Z,40.0,0,1.25,0,46.99,61.32,40.0,0,49.35,0.0,3539610.0,0.0,1.25,57.42,4111370.0,62.44,58.03,0.0,0,0.0
2020-05-01T07:15:00Z,40.0,0,1.25,0,47.22,61.21,40.0,0,49.52,0.0,3539610.0,0.0,1.25,57.62,4111370.0,62.44,58.07,0.0,0,0.0
2020-05-01T07:30:00Z,40.0,0,1.25,0,47.33,61.25,40.0,0,49.79,0.0,3539610.0,0.0,1.25,57.93,4111370.0,62.41,58.03,0.0,0,0.0
2020-05-01T07:45:00Z,40.0,0,1.25,0,47.53,61.32,40.0,0,50.02,0.0,3539610.0,0.0,1.25,57.62,4111370.0,62.41,58.07,0.0,0,0.0
2020-05-01T08:00:00Z,40.0,0,1.25,0,47.52,61.21,40.0,0,50.02,0.0,3539610.0,0.0,1.25,57.67,4111370.0,62.34,58.2,0.0,0,0.0
2020-05-01T08:15:00Z,40.0,0,2.5,0,47.93,61.22,40.0,0,50.28,0.0,3539610.0,0.0,1.25,57.5,4111370.0,62.3,58.27,0.0,0,0.0
